epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,94,501,610
0,train,Liberal,134,565,706
0,train,Neutral,44,164,210
0,validation,Conservative,15,118,116
0,validation,Liberal,16,153,127
0,validation,Neutral,3,31,70
1,train,Conservative,99,411,695
1,train,Liberal,90,582,733
1,train,Neutral,42,91,285
1,validation,Conservative,41,98,110
1,validation,Liberal,43,144,109
1,validation,Neutral,7,22,75
2,train,Conservative,433,434,338
2,train,Liberal,352,718,335
2,train,Neutral,130,63,225
2,validation,Conservative,73,131,45
2,validation,Liberal,73,179,44
2,validation,Neutral,11,28,65
3,train,Conservative,605,442,158
3,train,Liberal,368,924,113
3,train,Neutral,147,54,217
3,validation,Conservative,114,86,49
3,validation,Liberal,94,146,56
3,validation,Neutral,23,24,57
4,train,Conservative,778,298,129
4,train,Liberal,268,1077,60
4,train,Neutral,135,40,243
4,validation,Conservative,127,94,28
4,validation,Liberal,115,148,33
4,validation,Neutral,32,24,48
-1,test,Conservative,119,86,42
-1,test,Liberal,117,166,41
-1,test,Neutral,30,20,28
