epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,379,397,429
0,train,Liberal,408,516,481
0,train,Neutral,120,98,200
0,validation,Conservative,62,89,98
0,validation,Liberal,53,146,97
0,validation,Neutral,13,22,69
1,train,Conservative,407,388,410
1,train,Liberal,281,724,400
1,train,Neutral,69,79,270
1,validation,Conservative,68,121,60
1,validation,Liberal,62,170,64
1,validation,Neutral,19,24,61
2,train,Conservative,618,331,256
2,train,Liberal,235,989,181
2,train,Neutral,60,73,285
2,validation,Conservative,103,96,50
2,validation,Liberal,85,163,48
2,validation,Neutral,26,32,46
3,train,Conservative,967,114,124
3,train,Liberal,79,1280,46
3,train,Neutral,75,36,307
3,validation,Conservative,141,85,23
3,validation,Liberal,113,156,27
3,validation,Neutral,32,36,36
4,train,Conservative,1106,34,65
4,train,Liberal,32,1350,23
4,train,Neutral,56,16,346
4,validation,Conservative,106,115,28
4,validation,Liberal,80,183,33
4,validation,Neutral,27,37,40
-1,test,Conservative,120,90,37
-1,test,Liberal,89,193,42
-1,test,Neutral,19,32,27
