,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.29657894736842105,0.4724342105263158,0.29657894736842105
1,0,validation,0.30605158730158727,0.47953869047619047,0.30605158730158727
2,1,train,0.2769736842105263,0.4577302631578947,0.2769736842105263
3,1,validation,0.24041005291005288,0.4303075396825397,0.24041005291005288
4,2,train,0.2851315789473684,0.4638486842105263,0.2851315789473684
5,2,validation,0.257771164021164,0.443328373015873,0.257771164021164
6,3,train,0.28476214574898784,0.46351973684210523,0.2844736842105263
7,3,validation,0.28587962962962965,0.4644097222222222,0.28587962962962965
8,4,train,0.2942763157894737,0.4707072368421053,0.2942763157894737
9,4,validation,0.2620701058201058,0.44655257936507936,0.2620701058201058
10,5,train,0.2800657894736842,0.46004934210526316,0.2800657894736842
11,5,validation,0.2569444444444444,0.4427083333333333,0.2569444444444444
12,6,train,0.27032894736842106,0.45274671052631577,0.27032894736842106
13,6,validation,0.3855820105820105,0.5391865079365079,0.3855820105820105
14,7,train,0.3011842105263158,0.4758881578947369,0.3011842105263158
15,7,validation,0.279265873015873,0.45944940476190477,0.279265873015873
16,8,train,0.2775,0.458125,0.2775
17,8,validation,0.2769510582010582,0.4577132936507936,0.2769510582010582
18,9,train,0.26440789473684206,0.44830592105263156,0.26440789473684206
19,9,validation,0.2762896825396825,0.4572172619047619,0.2762896825396825
20,-1,test,0.22701719576719576,0.42026289682539686,0.22701719576719576
