,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.4094736842105263,0.5571052631578947,0.4094736842105263
1,0,validation,0.394510582010582,0.5458829365079365,0.394510582010582
2,1,train,0.3667763157894737,0.5250822368421053,0.3667763157894737
3,1,validation,0.30026455026455023,0.4751984126984127,0.30026455026455023
4,2,train,0.2988157894736842,0.47411184210526314,0.2988157894736842
5,2,validation,0.27910052910052907,0.45932539682539686,0.27910052910052907
6,3,train,0.32085526315789475,0.490641447368421,0.32085526315789475
7,3,validation,0.37367724867724866,0.5302579365079365,0.37367724867724866
8,4,train,0.3307894736842105,0.4980921052631579,0.3307894736842105
9,4,validation,0.41170634920634924,0.5587797619047619,0.41170634920634924
10,5,train,0.37355263157894736,0.5301644736842105,0.37355263157894736
11,5,validation,0.3761574074074074,0.5321180555555556,0.3761574074074074
12,6,train,0.3073026315789474,0.48047697368421055,0.3073026315789474
13,6,validation,0.29563492063492064,0.47172619047619047,0.29563492063492064
14,7,train,0.28980263157894737,0.46735197368421055,0.28980263157894737
15,7,validation,0.3239087301587301,0.4929315476190476,0.3239087301587301
16,8,train,0.30644736842105263,0.47983552631578946,0.30644736842105263
17,8,validation,0.31117724867724866,0.48338293650793646,0.31117724867724866
18,9,train,0.3221710526315789,0.4916282894736842,0.3221710526315789
19,9,validation,0.3812830687830688,0.5359623015873016,0.3812830687830688
20,-1,test,0.3859126984126984,0.5394345238095238,0.3859126984126984
