,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.329078947368421,0.49680921052631577,0.329078947368421
1,0,validation,0.32919973544973546,0.4968998015873016,0.32919973544973546
2,1,train,0.33223684210526316,0.49917763157894735,0.33223684210526316
3,1,validation,0.3187830687830688,0.4890873015873016,0.3187830687830688
4,2,train,0.3625,0.521875,0.3625
5,2,validation,0.4409722222222222,0.5807291666666666,0.4409722222222222
6,3,train,0.3143421052631579,0.48575657894736846,0.3143421052631579
7,3,validation,0.2829034391534392,0.46217757936507936,0.2829034391534392
8,4,train,0.3292763157894737,0.4811677631578947,0.26611842105263156
9,4,validation,0.49255952380952384,0.5241815476190477,0.11160714285714286
10,5,train,0.40157894736842104,0.5288157894736841,0.3121052631578947
11,5,validation,0.41550925925925924,0.5616319444444444,0.41550925925925924
12,6,train,0.41328947368421054,0.5599671052631578,0.41328947368421054
13,6,validation,0.30836640211640215,0.4812748015873016,0.30836640211640215
14,7,train,0.33723684210526317,0.5029276315789474,0.33723684210526317
15,7,validation,0.3156415343915344,0.48673115079365076,0.3156415343915344
16,8,train,0.32282894736842105,0.49212171052631576,0.32282894736842105
17,8,validation,0.39236111111111116,0.5442708333333334,0.39236111111111116
18,9,train,0.3975657894736842,0.5481743421052632,0.3975657894736842
19,9,validation,0.3014219576719577,0.47606646825396826,0.3014219576719577
20,-1,test,0.30026455026455023,0.4751984126984127,0.30026455026455023
