epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,385,420,400
0,train,Liberal,427,531,447
0,train,Neutral,107,101,210
0,validation,Conservative,86,86,77
0,validation,Liberal,75,134,87
0,validation,Neutral,17,20,67
1,train,Conservative,459,423,323
1,train,Liberal,368,702,335
1,train,Neutral,74,88,256
1,validation,Conservative,114,85,50
1,validation,Liberal,75,152,69
1,validation,Neutral,20,22,62
2,train,Conservative,672,381,152
2,train,Liberal,290,946,169
2,train,Neutral,60,67,291
2,validation,Conservative,111,98,40
2,validation,Liberal,82,173,41
2,validation,Neutral,24,30,50
3,train,Conservative,887,265,53
3,train,Liberal,172,1165,68
3,train,Neutral,35,43,340
3,validation,Conservative,133,94,22
3,validation,Liberal,118,154,24
3,validation,Neutral,32,41,31
4,train,Conservative,1080,99,26
4,train,Liberal,56,1312,37
4,train,Neutral,11,31,376
4,validation,Conservative,133,91,25
4,validation,Liberal,102,170,24
4,validation,Neutral,35,31,38
-1,test,Conservative,126,89,32
-1,test,Liberal,127,173,24
-1,test,Neutral,30,23,25
