,0
0,1.0865079164505005
1,1.084937334060669
2,1.1102159023284912
3,1.1085708141326904
4,1.1024610996246338
5,1.08884859085083
6,1.1037191152572632
7,1.0887376070022583
8,1.1148306131362915
9,1.0831782817840576
10,1.1228138208389282
11,1.0973858833312988
12,1.0966500043869019
13,1.0839811563491821
14,1.0912704467773438
15,1.1038225889205933
16,1.083683967590332
17,1.111255168914795
18,1.1050848960876465
19,1.103075385093689
20,1.1060994863510132
21,1.1011836528778076
22,1.1137375831604004
23,1.0965384244918823
24,1.109391689300537
25,1.0834652185440063
26,1.1025927066802979
27,1.0930231809616089
28,1.109186053276062
29,1.0752805471420288
30,1.1000949144363403
31,1.0850623846054077
32,1.099223256111145
33,1.1154874563217163
34,1.084094524383545
35,1.0740300416946411
36,1.1113935708999634
37,1.088671088218689
38,1.0784645080566406
39,1.0885400772094727
40,1.088539958000183
41,1.107609748840332
42,1.1133341789245605
43,1.101216197013855
44,1.104438066482544
45,1.0948865413665771
46,1.1059447526931763
47,1.0929454565048218
48,1.0898597240447998
49,1.0839564800262451
50,1.1039484739303589
51,1.0968506336212158
52,1.0930317640304565
53,1.0945650339126587
54,1.0901039838790894
55,1.086734652519226
56,1.0928233861923218
57,1.08926522731781
58,1.0822696685791016
59,1.1079567670822144
60,1.0997713804244995
61,1.0927172899246216
62,1.0876574516296387
63,1.0973693132400513
64,1.0871517658233643
65,1.1060930490493774
66,1.0952744483947754
67,1.1036581993103027
68,1.099014401435852
69,1.1090885400772095
70,1.0955495834350586
71,1.0952739715576172
72,1.087607502937317
73,1.0927386283874512
74,1.1125444173812866
75,1.105824589729309
76,1.1013275384902954
77,1.0985065698623657
78,1.0938527584075928
79,1.0971369743347168
80,1.1034865379333496
81,1.1128498315811157
82,1.101058006286621
83,1.0900987386703491
84,1.0990405082702637
85,1.0950160026550293
86,1.1012719869613647
87,1.0890135765075684
88,1.1226544380187988
89,1.0861741304397583
90,1.0964566469192505
91,1.0836832523345947
92,1.1018991470336914
93,1.0838803052902222
94,1.0966978073120117
95,1.1030261516571045
96,1.0849924087524414
97,1.0771207809448242
98,1.092309594154358
99,1.09247887134552
100,1.0989058017730713
101,1.0960804224014282
102,1.1013054847717285
103,1.0859553813934326
104,1.087160348892212
105,1.095138430595398
106,1.1015104055404663
107,1.0924153327941895
108,1.1143248081207275
109,1.0947704315185547
110,1.1005231142044067
111,1.0924383401870728
112,1.0910146236419678
113,1.0812833309173584
114,1.1144988536834717
115,1.0921478271484375
116,1.0980265140533447
117,1.0886259078979492
118,1.104307770729065
119,1.0983911752700806
120,1.077763557434082
121,1.0589346885681152
122,1.1110903024673462
123,1.0746663808822632
124,1.1181740760803223
125,1.0937044620513916
126,1.082369327545166
127,1.0862385034561157
128,1.1297370195388794
129,1.0896029472351074
130,1.090762734413147
131,1.0645642280578613
132,1.050221562385559
133,1.1004267930984497
134,1.0540674924850464
135,1.0763927698135376
136,1.1012059450149536
137,1.133886694908142
138,1.114397406578064
139,1.0674309730529785
140,1.1051563024520874
141,1.096402883529663
142,1.0994126796722412
143,1.127671480178833
144,1.0428128242492676
145,1.1044508218765259
146,1.077275276184082
147,1.0705705881118774
148,1.060271978378296
149,1.093597412109375
150,1.0789529085159302
151,1.0780029296875
152,1.0960328578948975
153,1.0862362384796143
154,1.0851575136184692
155,1.1179906129837036
156,1.1053192615509033
157,1.0908057689666748
158,1.063630223274231
159,1.0821247100830078
160,1.0811705589294434
161,1.0942165851593018
162,1.0745797157287598
163,1.0777697563171387
164,1.0922096967697144
165,1.09575355052948
166,1.1248878240585327
167,1.0864343643188477
168,1.1040666103363037
169,1.0786421298980713
170,1.0968774557113647
171,1.101595401763916
172,1.0950623750686646
173,1.0722546577453613
174,1.0724372863769531
175,1.094163179397583
