epoch,loop,f1,roc_auc,accuracy
0,train,0.333553500660502,0.5001651254953765,0.333553500660502
0,validation,0.3975346687211094,0.5481510015408321,0.3975346687211094
1,train,0.44517833553500663,0.5838837516512551,0.44517833553500663
1,validation,0.4514637904468413,0.588597842835131,0.4514637904468413
2,train,0.5756274768824307,0.6817206076618231,0.5756274768824307
2,validation,0.5192604006163328,0.6394453004622497,0.5192604006163328
3,train,0.7338177014531043,0.8003632760898283,0.7338177014531043
3,validation,0.5069337442218799,0.6302003081664098,0.5069337442218799
4,train,0.8725231175693527,0.9043923381770145,0.8725231175693527
4,validation,0.4946070878274268,0.6209553158705702,0.4946070878274268
-1,test,0.4761171032357473,0.6070878274268106,0.4761171032357473
