epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3441215323645971,0.3231978981863708,0.5080911492734479,0.3441215323645971,0.35801908223534756,0.41359773371104813,0.19797687861271673
0,validation,0.37596302003081666,0.3657745852975011,0.5319722650231125,0.37596302003081666,0.3616557734204793,0.43378119001919385,0.3018867924528302
1,train,0.3797886393659181,0.36437364075916917,0.5348414795244385,0.3797886393659181,0.3923532089212563,0.43531827515400406,0.2654494382022472
1,validation,0.40215716486902925,0.39110773823216327,0.551617873651772,0.40215716486902925,0.3433874709976798,0.4823747680890538,0.34756097560975613
2,train,0.392668428005284,0.3792564666248445,0.5445013210039631,0.392668428005284,0.37927756653992395,0.46079223928860147,0.2976995940460081
2,validation,0.39907550077041604,0.3889632398848018,0.5493066255778121,0.39907550077041604,0.31980906921241053,0.4823747680890538,0.36470588235294116
3,train,0.42668428005284015,0.41228388524936593,0.5700132100396301,0.42668428005284015,0.40702087286527516,0.5028294260307196,0.3270013568521031
3,validation,0.3929121725731895,0.38246011369770455,0.5446841294298921,0.3929121725731895,0.31476997578692495,0.4716636197440585,0.3609467455621302
4,train,0.44220607661822986,0.4280231796608185,0.5816545574636725,0.44220607661822986,0.4097560975609756,0.5227091633466135,0.3516042780748663
4,validation,0.41294298921417566,0.4013820560621195,0.5597072419106317,0.41294298921417566,0.33333333333333337,0.4954462659380693,0.37536656891495596
-1,test,0.39599383667180277,0.3731802926567324,0.5469953775038521,0.39599383667180277,0.34,0.5026178010471205,0.2769230769230769
