epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,420,267,518
0,train,Liberal,439,340,626
0,train,Neutral,121,89,208
0,validation,Conservative,72,65,112
0,validation,Liberal,74,103,119
0,validation,Neutral,13,12,79
1,train,Conservative,443,296,466
1,train,Liberal,384,500,521
1,train,Neutral,82,50,286
1,validation,Conservative,92,104,53
1,validation,Liberal,80,157,59
1,validation,Neutral,18,20,66
2,train,Conservative,655,366,184
2,train,Liberal,481,728,196
2,train,Neutral,162,50,206
2,validation,Conservative,88,135,26
2,validation,Liberal,73,189,34
2,validation,Neutral,25,32,47
3,train,Conservative,696,412,97
3,train,Liberal,337,948,120
3,train,Neutral,117,67,234
3,validation,Conservative,129,71,49
3,validation,Liberal,116,121,59
3,validation,Neutral,28,19,57
4,train,Conservative,828,307,70
4,train,Liberal,242,1078,85
4,train,Neutral,50,65,303
4,validation,Conservative,121,98,30
4,validation,Liberal,83,175,38
4,validation,Neutral,27,32,45
-1,test,Conservative,106,95,46
-1,test,Liberal,106,180,38
-1,test,Neutral,25,23,30
