epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.31406869220607664,0.2939270477686926,0.4855515191545575,0.31406869220607664,0.44978337928318235,0.22110552763819097,0.2108922363847045
0,validation,0.26040061633281975,0.22684056805250882,0.4453004622496147,0.26040061633281975,0.3821892393320964,0.026402640264026406,0.2719298245614035
1,train,0.3581699346405229,0.29634340675693277,0.5161822985468957,0.3513870541611625,0.5123815346988689,0.11712846347607053,0.2456140350877193
1,validation,0.37442218798151,0.35857912628697425,0.5308166409861325,0.37442218798151,0.3107769423558897,0.4701627486437613,0.29479768786127164
2,train,0.4227212681638045,0.3759296768328191,0.5670409511228535,0.4227212681638045,0.5116427432216906,0.3537349397590362,0.2624113475177305
2,validation,0.4437596302003082,0.40843820985500234,0.5828197226502312,0.4437596302003082,0.2997542997542998,0.5626911314984709,0.36286919831223624
3,train,0.46136063408190225,0.42295836639046563,0.5960204755614267,0.46136063408190225,0.4709411323584552,0.5017314351673721,0.29620253164556964
3,validation,0.4745762711864407,0.4305690540074117,0.6059322033898306,0.4745762711864407,0.3341772151898734,0.5970149253731343,0.3605150214592275
4,train,0.4557463672391017,0.38465103714940746,0.5918097754293263,0.4557463672391017,0.20706455542021926,0.5935231714126187,0.35336538461538464
4,validation,0.4514637904468413,0.37979026060397064,0.588597842835131,0.4514637904468413,0.16249999999999998,0.5900783289817232,0.38679245283018865
-1,test,0.48228043143297383,0.3647569711579559,0.6117103235747304,0.48228043143297383,0.16666666666666669,0.6492537313432836,0.27835051546391754
