epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,427,377,401
0,train,Liberal,483,470,452
0,train,Neutral,134,105,179
0,validation,Conservative,96,73,80
0,validation,Liberal,91,104,101
0,validation,Neutral,26,16,62
1,train,Conservative,516,307,382
1,train,Liberal,378,578,449
1,train,Neutral,76,55,287
1,validation,Conservative,94,82,73
1,validation,Liberal,91,126,79
1,validation,Neutral,17,20,67
2,train,Conservative,666,276,263
2,train,Liberal,286,819,300
2,train,Neutral,48,56,314
2,validation,Conservative,114,102,33
2,validation,Liberal,87,158,51
2,validation,Neutral,27,21,56
3,train,Conservative,931,149,125
3,train,Liberal,150,1085,170
3,train,Neutral,37,52,329
3,validation,Conservative,126,97,26
3,validation,Liberal,92,174,30
3,validation,Neutral,37,28,39
4,train,Conservative,1106,43,56
4,train,Liberal,58,1265,82
4,train,Neutral,18,52,348
4,validation,Conservative,123,104,22
4,validation,Liberal,100,168,28
4,validation,Neutral,38,30,36
-1,test,Conservative,121,87,39
-1,test,Liberal,125,170,29
-1,test,Neutral,32,20,26
