epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,877,75,253
0,train,Liberal,1026,88,291
0,train,Neutral,282,23,113
0,validation,Conservative,246,0,3
0,validation,Liberal,292,0,4
0,validation,Neutral,96,0,8
1,train,Conservative,971,123,111
1,train,Liberal,1115,152,138
1,train,Neutral,278,37,103
1,validation,Conservative,219,0,30
1,validation,Liberal,255,1,40
1,validation,Neutral,55,1,48
2,train,Conservative,1088,25,92
2,train,Liberal,1284,34,87
2,train,Neutral,297,17,104
2,validation,Conservative,249,0,0
2,validation,Liberal,296,0,0
2,validation,Neutral,101,0,3
3,train,Conservative,931,255,19
3,train,Liberal,1084,291,30
3,train,Neutral,247,62,109
3,validation,Conservative,216,32,1
3,validation,Liberal,247,44,5
3,validation,Neutral,81,17,6
4,train,Conservative,938,236,31
4,train,Liberal,1085,274,46
4,train,Neutral,196,65,157
4,validation,Conservative,216,17,16
4,validation,Liberal,252,28,16
4,validation,Neutral,57,19,28
-1,test,Conservative,200,27,20
-1,test,Liberal,278,25,21
-1,test,Neutral,48,15,15
