,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.35328947368421054,0.5149671052631579,0.35328947368421054
1,0,validation,0.4244378306878307,0.568328373015873,0.4244378306878307
2,1,train,0.3781578947368421,0.5336184210526316,0.3781578947368421
3,1,validation,0.460978835978836,0.595734126984127,0.460978835978836
4,2,train,0.42526315789473684,0.5689473684210526,0.42526315789473684
5,2,validation,0.45271164021164023,0.5895337301587302,0.45271164021164023
6,3,train,0.4584210526315789,0.5938157894736842,0.4584210526315789
7,3,validation,0.45717592592592593,0.5928819444444444,0.45717592592592593
8,4,train,0.4605921052631579,0.5954440789473685,0.4605921052631579
9,4,validation,0.47949735449735453,0.6096230158730159,0.47949735449735453
10,-1,test,0.42427248677248675,0.568204365079365,0.42427248677248675
