,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.39464993394980186,0.5459874504623513,0.39464993394980186
1,0,validation,0.49768875192604006,0.6232665639445301,0.49768875192604006
2,1,train,0.48645970937912814,0.6148447820343461,0.48645970937912814
3,1,validation,0.4776579352850539,0.6082434514637906,0.4776579352850539
4,2,train,0.5812417437252312,0.6859313077939233,0.5812417437252312
5,2,validation,0.4930662557781202,0.6197996918335902,0.4930662557781202
6,3,train,0.7315059445178336,0.7986294583883752,0.7315059445178336
7,3,validation,0.4869029275808937,0.6151771956856702,0.4869029275808937
8,4,train,0.8229854689564069,0.8672391017173052,0.8229854689564069
9,4,validation,0.4869029275808937,0.6151771956856702,0.4869029275808937
10,-1,test,0.48536209553158705,0.6140215716486902,0.48536209553158705
