epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,431,385,389
0,train,Liberal,496,438,471
0,train,Neutral,139,119,160
0,validation,Conservative,98,73,78
0,validation,Liberal,110,88,98
0,validation,Neutral,24,16,64
1,train,Conservative,509,302,394
1,train,Liberal,476,478,451
1,train,Neutral,121,92,205
1,validation,Conservative,104,70,75
1,validation,Liberal,111,92,93
1,validation,Neutral,21,17,66
2,train,Conservative,616,253,336
2,train,Liberal,402,580,423
2,train,Neutral,86,67,265
2,validation,Conservative,115,66,68
2,validation,Liberal,99,116,81
2,validation,Neutral,20,17,67
3,train,Conservative,778,178,249
3,train,Liberal,315,760,330
3,train,Neutral,60,57,301
3,validation,Conservative,124,65,60
3,validation,Liberal,110,115,71
3,validation,Neutral,27,21,56
4,train,Conservative,979,74,152
4,train,Liberal,155,1018,232
4,train,Neutral,48,63,307
4,validation,Conservative,109,97,43
4,validation,Liberal,108,138,50
4,validation,Neutral,34,23,47
-1,test,Conservative,104,86,57
-1,test,Liberal,124,146,54
-1,test,Neutral,31,18,29
