,Unnamed: 0,filename,n_samples,epoch,time,f1_macro,hidden_layer_sizes,max_iter,early_stopping,iteration
130,130,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,4,0.132258653640747,0.5939106113524718,(),1000,True,3.0
131,131,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1000,5,0.0601227283477783,0.7296781232951446,(),1000,True,3.0
132,132,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,0,0.3363687992095947,0.5350556805128522,(),1000,True,3.0
133,133,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,1,0.1846222877502441,0.5757799975336046,(),1000,True,3.0
134,134,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,2,0.2291369438171386,0.69017094017094,(),1000,True,3.0
135,135,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,3,0.2370600700378418,0.606937511846844,(),1000,True,3.0
136,136,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,4,0.1578741073608398,0.6882941855987679,(),1000,True,3.0
137,137,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,1500,5,0.1448309421539306,0.5884597858282069,(),1000,True,3.0
138,138,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,0,0.3098752498626709,0.5413642861069877,(),1000,True,3.0
139,139,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,1,0.5294997692108154,0.6207905384375972,(),1000,True,3.0
140,140,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,2,0.305915355682373,0.6980977824493788,(),1000,True,3.0
141,141,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,3,0.2269637584686279,0.7540965207631875,(),1000,True,3.0
142,142,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,4,0.4377179145812988,0.7912882982650425,(),1000,True,3.0
143,143,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-1e-05-data,2000,5,0.2767624855041504,0.5242377652815512,(),1000,True,3.0
144,144,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,0,0.0374047756195068,0.4961111111111111,(),1000,True,1.0
145,145,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,1,0.043060302734375,0.5379792373316888,(),1000,True,1.0
146,146,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,2,0.0319814682006835,0.3597491842265361,(),1000,True,1.0
147,147,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,3,0.0561959743499755,0.5561146051712089,(),1000,True,1.0
148,148,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,4,0.0204885005950927,0.4438888888888888,(),1000,True,1.0
149,149,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,5,0.033139944076538,0.4972946213167106,(),1000,True,1.0
150,150,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,0,0.0786914825439453,0.5625522138680034,(),1000,True,1.0
151,151,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,1,0.0626773834228515,0.3817523056653491,(),1000,True,1.0
152,152,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,2,0.1121392250061035,0.6159352629940865,(),1000,True,1.0
153,153,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,3,0.1287124156951904,0.7328431372549019,(),1000,True,1.0
154,154,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,4,0.0950055122375488,0.498671497584541,(),1000,True,1.0
155,155,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1000,5,0.0367224216461181,0.4634805613066482,(),1000,True,1.0
156,156,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,0,0.1364712715148925,0.5193530997304582,(),1000,True,1.0
157,157,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,1,0.1902830600738525,0.7186920553416062,(),1000,True,1.0
158,158,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,2,0.2737526893615722,0.6797663746349604,(),1000,True,1.0
159,159,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,3,0.2436907291412353,0.6698005698005698,(),1000,True,1.0
160,160,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,4,0.3517408370971679,0.7374608651204396,(),1000,True,1.0
161,161,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,1500,5,0.2126417160034179,0.7363731656184487,(),1000,True,1.0
162,162,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,0,0.3072848320007324,0.6170821810519896,(),1000,True,1.0
163,163,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,1,0.3278200626373291,0.4414032801129575,(),1000,True,1.0
164,164,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,2,0.2165110111236572,0.631157427510011,(),1000,True,1.0
165,165,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,3,0.2526280879974365,0.5848383500557414,(),1000,True,1.0
166,166,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,4,0.4583461284637451,0.5389636882904937,(),1000,True,1.0
167,167,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,2000,5,0.2506875991821289,0.588603181981449,(),1000,True,1.0
168,168,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,0,0.0247256755828857,0.397095799079018,(),1000,True,2.0
169,169,src3/319_models/2025-06-09-answerdotai/ModernBERT-base-5e-05-data,500,1,0.0557527542114257,0.5541218637992831,(),1000,True,2.0
