epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.38639365918097757,0.372673744798466,0.5397952443857331,0.38639365918097757,0.32389468455042225,0.46864178530203926,0.3254847645429363
0,validation,0.4745762711864407,0.43863267412647694,0.6059322033898306,0.4745762711864407,0.2972972972972973,0.583454281567489,0.4351464435146444
1,train,0.5399603698811096,0.5213307550378983,0.6549702774108321,0.5399603698811096,0.4542437174016121,0.6154362416107383,0.49431230610134447
1,validation,0.5069337442218799,0.45749403828874025,0.6302003081664098,0.5069337442218799,0.42825607064017657,0.609090909090909,0.3351351351351351
2,train,0.7153236459709379,0.7156940547775789,0.7864927344782033,0.7153236459709379,0.6637323943661972,0.7501711156741956,0.7331786542923432
2,validation,0.5285053929121726,0.45694823195425077,0.6463790446841294,0.5285053929121726,0.5020080321285141,0.6085626911314984,0.2602739726027397
3,train,0.8738441215323646,0.8664826010889367,0.9053830911492735,0.8738441215323646,0.859441151566469,0.8940350877192983,0.8459715639810427
3,validation,0.5130970724191063,0.4778718141090708,0.6348228043143298,0.5130970724191063,0.48915187376725844,0.5920826161790017,0.35238095238095235
4,train,0.9504623513870541,0.9438697763914193,0.9628467635402906,0.9504623513870541,0.950207468879668,0.959060163759345,0.922341696535245
4,validation,0.49768875192604006,0.4648164591027814,0.6232665639445301,0.49768875192604006,0.44672131147540983,0.5831960461285007,0.36453201970443355
-1,test,0.48536209553158705,0.42396837833494055,0.6140215716486902,0.48536209553158705,0.4467213114754099,0.5781249999999999,0.24705882352941178
