,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.31340819022457067,0.485056142668428,0.31340819022457067
1,0,validation,0.4618434093161546,0.511171032357473,0.09861325115562404
2,1,train,0.36856010568031705,0.5264200792602377,0.36856010568031705
3,1,validation,0.46483516483516485,0.5377503852080123,0.2172573189522342
4,2,train,0.3652575957727873,0.5239431968295905,0.3652575957727873
5,2,validation,0.4551651809124279,0.516949152542373,0.14791987673343607
6,3,train,0.3741743725231176,0.5306307793923383,0.3741743725231176
7,3,validation,0.4685212298682284,0.5154083204930662,0.15562403697996918
8,4,train,0.3619550858652576,0.5214663143989432,0.3619550858652576
9,4,validation,0.5174076057846813,0.5889830508474576,0.10939907550077041
10,-1,test,0.5144843568945539,0.5982280431432975,0.2295839753466872
