epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,428,432,345
0,train,Liberal,407,624,374
0,train,Neutral,114,109,195
0,validation,Conservative,113,98,38
0,validation,Liberal,87,151,58
0,validation,Neutral,25,19,60
1,train,Conservative,626,413,166
1,train,Liberal,346,930,129
1,train,Neutral,85,106,227
1,validation,Conservative,131,104,14
1,validation,Liberal,111,169,16
1,validation,Neutral,43,29,32
2,train,Conservative,988,147,70
2,train,Liberal,140,1218,47
2,train,Neutral,65,39,314
2,validation,Conservative,147,83,19
2,validation,Liberal,119,156,21
2,validation,Neutral,48,31,25
3,train,Conservative,1104,59,42
3,train,Liberal,52,1327,26
3,train,Neutral,42,16,360
3,validation,Conservative,112,121,16
3,validation,Liberal,79,200,17
3,validation,Neutral,32,43,29
4,train,Conservative,1155,25,25
4,train,Liberal,21,1368,16
4,train,Neutral,12,15,391
4,validation,Conservative,113,104,32
4,validation,Liberal,90,165,41
4,validation,Neutral,30,34,40
-1,test,Conservative,119,88,40
-1,test,Liberal,100,171,53
-1,test,Neutral,29,19,30
