epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,411,366,428
0,train,Liberal,471,448,486
0,train,Neutral,134,159,125
0,validation,Conservative,92,79,78
0,validation,Liberal,104,89,103
0,validation,Neutral,23,42,39
1,train,Conservative,434,363,408
1,train,Liberal,433,476,496
1,train,Neutral,127,143,148
1,validation,Conservative,92,85,72
1,validation,Liberal,107,92,97
1,validation,Neutral,24,34,46
2,train,Conservative,447,340,418
2,train,Liberal,455,524,426
2,train,Neutral,127,127,164
2,validation,Conservative,97,79,73
2,validation,Liberal,93,107,96
2,validation,Neutral,20,30,54
3,train,Conservative,450,356,399
3,train,Liberal,435,527,443
3,train,Neutral,119,123,176
3,validation,Conservative,101,74,74
3,validation,Liberal,86,107,103
3,validation,Neutral,22,30,52
4,train,Conservative,450,349,406
4,train,Liberal,422,537,446
4,train,Neutral,103,114,201
4,validation,Conservative,104,78,67
4,validation,Liberal,82,118,96
4,validation,Neutral,21,31,52
-1,test,Conservative,78,80,89
-1,test,Liberal,106,117,101
-1,test,Neutral,21,28,29
