,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3361842105263158,0.5021381578947368,0.3361842105263158
1,0,validation,0.4310515873015873,0.5732886904761905,0.4310515873015873
2,1,train,0.3900657894736842,0.5425493421052632,0.3900657894736842
3,1,validation,0.4363425925925926,0.5772569444444444,0.4363425925925926
4,2,train,0.43335526315789474,0.5750164473684211,0.43335526315789474
5,2,validation,0.48478835978835977,0.6135912698412698,0.48478835978835977
6,3,train,0.4709210526315789,0.6031907894736842,0.4709210526315789
7,3,validation,0.4756944444444445,0.6067708333333334,0.4756944444444445
8,4,train,0.46736336032388665,0.6004934210526316,0.46710526315789475
9,4,validation,0.48925264550264547,0.6169394841269841,0.48925264550264547
10,-1,test,0.4408068783068783,0.5806051587301587,0.4408068783068783
