epoch,loop,f1,roc_auc,accuracy
0,train,0.3177014531043593,0.48827608982826953,0.3177014531043593
0,validation,0.3483631871525633,0.4522342064714946,0.14637904468412943
1,train,0.3510568031704095,0.5132926023778072,0.3510568031704095
1,validation,0.4043848964677223,0.50115562403698,0.21417565485362094
2,train,0.34214002642007924,0.5066050198150593,0.34214002642007924
2,validation,0.4447592067988669,0.4784283513097072,0.05701078582434515
3,train,0.2965653896961691,0.4724240422721268,0.2965653896961691
3,validation,0.4578772013326987,0.4965331278890601,0.07087827426810478
4,train,0.3005284015852048,0.4753963011889036,0.3005284015852048
4,validation,0.5090730750367828,0.5643297380585516,0.08320493066255778
-1,test,0.5042692114515319,0.5631741140215716,0.0970724191063174
