epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,425,395,385
0,train,Liberal,472,543,390
0,train,Neutral,108,109,201
0,validation,Conservative,37,77,135
0,validation,Liberal,36,121,139
0,validation,Neutral,7,21,76
1,train,Conservative,543,505,157
1,train,Liberal,356,903,146
1,train,Neutral,105,108,205
1,validation,Conservative,122,103,24
1,validation,Liberal,87,171,38
1,validation,Neutral,33,29,42
2,train,Conservative,859,266,80
2,train,Liberal,249,1093,63
2,train,Neutral,88,86,244
2,validation,Conservative,121,104,24
2,validation,Liberal,105,166,25
2,validation,Neutral,35,29,40
3,train,Conservative,1062,90,53
3,train,Liberal,95,1273,37
3,train,Neutral,59,46,313
3,validation,Conservative,126,100,23
3,validation,Liberal,112,162,22
3,validation,Neutral,37,34,33
4,train,Conservative,1131,42,32
4,train,Liberal,45,1336,24
4,train,Neutral,33,30,355
4,validation,Conservative,128,102,19
4,validation,Liberal,101,171,24
4,validation,Neutral,35,31,38
-1,test,Conservative,125,91,31
-1,test,Liberal,107,175,42
-1,test,Neutral,27,28,23
