,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.34381578947368424,0.5078618421052632,0.34381578947368424
1,0,validation,0.36408730158730157,0.5230654761904762,0.36408730158730157
2,1,train,0.3175,0.48812500000000003,0.3175
3,1,validation,0.30185948310948313,0.4759424603174603,0.30076058201058203
4,2,train,0.3046052631578947,0.47845394736842106,0.3046052631578947
5,2,validation,0.33656156585261054,0.49826388888888884,0.32159391534391535
6,3,train,0.3336184210526316,0.5002138157894737,0.3336184210526316
7,3,validation,0.36542065140476393,0.5099619708994709,0.3039021164021164
8,4,train,0.33322368421052634,0.4999177631578947,0.33322368421052634
9,4,validation,0.3900076625281137,0.47416501322751325,0.17046957671957672
10,-1,test,0.3566468253968254,0.5174851190476191,0.3566468253968254
