epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,345,423,437
0,train,Liberal,394,531,480
0,train,Neutral,88,132,198
0,validation,Conservative,47,118,84
0,validation,Liberal,32,170,94
0,validation,Neutral,12,23,69
1,train,Conservative,380,627,198
1,train,Liberal,300,914,191
1,train,Neutral,67,153,198
1,validation,Conservative,92,130,27
1,validation,Liberal,66,182,48
1,validation,Neutral,22,28,54
2,train,Conservative,550,548,107
2,train,Liberal,315,1004,86
2,train,Neutral,66,86,266
2,validation,Conservative,105,117,27
2,validation,Liberal,88,181,27
2,validation,Neutral,37,31,36
3,train,Conservative,862,296,47
3,train,Liberal,211,1166,28
3,train,Neutral,45,39,334
3,validation,Conservative,115,97,37
3,validation,Liberal,112,150,34
3,validation,Neutral,36,29,39
4,train,Conservative,1099,75,31
4,train,Liberal,57,1334,14
4,train,Neutral,13,15,390
4,validation,Conservative,145,81,23
4,validation,Liberal,149,121,26
4,validation,Neutral,41,28,35
-1,test,Conservative,146,72,29
-1,test,Liberal,142,153,29
-1,test,Neutral,33,20,25
