,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.33625,0.5021875,0.33625
1,0,validation,0.33664021164021163,0.5024801587301587,0.33664021164021163
2,1,train,0.3583552631578948,0.518766447368421,0.3583552631578948
3,1,validation,0.3394510582010582,0.5045882936507936,0.3394510582010582
4,2,train,0.3600657894736842,0.5200493421052632,0.3600657894736842
5,2,validation,0.3602843915343915,0.5202132936507936,0.3602843915343915
6,3,train,0.39710526315789474,0.5478289473684211,0.39710526315789474
7,3,validation,0.3933531746031746,0.5450148809523809,0.3933531746031746
8,4,train,0.4343421052631579,0.5757565789473684,0.4343421052631579
9,4,validation,0.39103835978835977,0.5432787698412698,0.39103835978835977
10,5,train,0.45618421052631575,0.5921381578947368,0.45618421052631575
11,5,validation,0.3738425925925926,0.5303819444444444,0.3738425925925926
12,6,train,0.4993421052631579,0.6245065789473684,0.4993421052631579
13,6,validation,0.39169973544973546,0.5437748015873016,0.39169973544973546
14,7,train,0.5386842105263158,0.6540131578947369,0.5386842105263158
15,7,validation,0.40790343915343913,0.5559275793650793,0.40790343915343913
16,8,train,0.5646052631578947,0.673453947368421,0.5646052631578947
17,8,validation,0.414021164021164,0.560515873015873,0.414021164021164
18,9,train,0.6097368421052631,0.7073026315789473,0.6097368421052631
19,9,validation,0.39021164021164023,0.5426587301587302,0.39021164021164023
20,-1,test,0.37962962962962965,0.5347222222222222,0.37962962962962965
