epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,397,364,444
0,train,Liberal,449,439,517
0,train,Neutral,118,142,158
0,validation,Conservative,105,63,81
0,validation,Liberal,103,93,100
0,validation,Neutral,21,34,49
1,train,Conservative,412,328,465
1,train,Liberal,475,450,480
1,train,Neutral,115,120,183
1,validation,Conservative,85,68,96
1,validation,Liberal,96,95,105
1,validation,Neutral,16,26,62
2,train,Conservative,401,335,469
2,train,Liberal,417,491,497
2,train,Neutral,104,91,223
2,validation,Conservative,81,69,99
2,validation,Liberal,77,113,106
2,validation,Neutral,11,26,67
3,train,Conservative,389,330,486
3,train,Liberal,383,502,520
3,train,Neutral,107,72,239
3,validation,Conservative,73,83,93
3,validation,Liberal,77,107,112
3,validation,Neutral,18,18,68
4,train,Conservative,401,327,477
4,train,Liberal,342,520,543
4,train,Neutral,75,70,273
4,validation,Conservative,74,83,92
4,validation,Liberal,73,119,104
4,validation,Neutral,16,20,68
-1,test,Conservative,70,73,104
-1,test,Liberal,91,109,124
-1,test,Neutral,14,21,43
