epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,339,447,419
0,train,Liberal,389,572,444
0,train,Neutral,128,146,144
0,validation,Conservative,63,78,108
0,validation,Liberal,46,124,126
0,validation,Neutral,15,17,72
1,train,Conservative,255,387,563
1,train,Liberal,229,515,661
1,train,Neutral,67,99,252
1,validation,Conservative,32,112,105
1,validation,Liberal,25,167,104
1,validation,Neutral,7,23,74
2,train,Conservative,281,468,456
2,train,Liberal,244,731,430
2,train,Neutral,43,95,280
2,validation,Conservative,74,119,56
2,validation,Liberal,52,178,66
2,validation,Neutral,16,26,62
3,train,Conservative,474,525,206
3,train,Liberal,197,1014,194
3,train,Neutral,87,87,244
3,validation,Conservative,87,129,33
3,validation,Liberal,53,201,42
3,validation,Neutral,27,32,45
4,train,Conservative,677,429,99
4,train,Liberal,171,1155,79
4,train,Neutral,73,74,271
4,validation,Conservative,120,104,25
4,validation,Liberal,89,173,34
4,validation,Neutral,36,34,34
-1,test,Conservative,108,106,33
-1,test,Liberal,105,194,25
-1,test,Neutral,26,25,27
