epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,367,295,543
0,train,Liberal,410,338,657
0,train,Neutral,115,105,198
0,validation,Conservative,94,27,128
0,validation,Liberal,95,50,151
0,validation,Neutral,29,10,65
1,train,Conservative,175,344,686
1,train,Liberal,159,454,792
1,train,Neutral,57,89,272
1,validation,Conservative,38,84,127
1,validation,Liberal,28,120,148
1,validation,Neutral,6,17,81
2,train,Conservative,161,363,681
2,train,Liberal,141,536,728
2,train,Neutral,41,86,291
2,validation,Conservative,30,104,115
2,validation,Liberal,24,151,121
2,validation,Neutral,2,25,77
3,train,Conservative,221,412,572
3,train,Liberal,184,583,638
3,train,Neutral,46,88,284
3,validation,Conservative,52,108,89
3,validation,Liberal,52,156,88
3,validation,Neutral,11,22,71
4,train,Conservative,330,488,387
4,train,Liberal,248,781,376
4,train,Neutral,91,104,223
4,validation,Conservative,89,109,51
4,validation,Liberal,89,149,58
4,validation,Neutral,23,22,59
-1,test,Conservative,88,97,62
-1,test,Liberal,97,160,67
-1,test,Neutral,15,29,34
