epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,378,460,367
0,train,Liberal,377,610,418
0,train,Neutral,102,115,201
0,validation,Conservative,89,136,24
0,validation,Liberal,83,185,28
0,validation,Neutral,34,33,37
1,train,Conservative,635,441,129
1,train,Liberal,384,906,115
1,train,Neutral,111,98,209
1,validation,Conservative,100,122,27
1,validation,Liberal,82,176,38
1,validation,Neutral,32,30,42
2,train,Conservative,936,212,57
2,train,Liberal,216,1145,44
2,train,Neutral,50,31,337
2,validation,Conservative,148,74,27
2,validation,Liberal,127,143,26
2,validation,Neutral,42,28,34
3,train,Conservative,1134,46,25
3,train,Liberal,60,1329,16
3,train,Neutral,19,11,388
3,validation,Conservative,113,117,19
3,validation,Liberal,82,192,22
3,validation,Neutral,36,40,28
4,train,Conservative,1166,25,14
4,train,Liberal,32,1362,11
4,train,Neutral,7,6,405
4,validation,Conservative,107,113,29
4,validation,Liberal,75,190,31
4,validation,Neutral,25,35,44
-1,test,Conservative,107,98,42
-1,test,Liberal,93,202,29
-1,test,Neutral,23,26,29
