epoch,loop,f1,roc_auc,accuracy
0,train,0.38408190224570676,0.53806142668428,0.38408190224570676
0,validation,0.48073959938366717,0.6105546995377504,0.48073959938366717
1,train,0.5214663143989432,0.6410997357992073,0.5214663143989432
1,validation,0.48228043143297383,0.6117103235747304,0.48228043143297383
2,train,0.7120211360634082,0.7840158520475561,0.7120211360634082
2,validation,0.46533127889060094,0.5989984591679507,0.46533127889060094
3,train,0.8920079260237781,0.9190059445178336,0.8920079260237781
3,validation,0.4915254237288136,0.6186440677966102,0.4915254237288136
4,train,0.9481505944517834,0.9611129458388376,0.9481505944517834
4,validation,0.5115562403697997,0.6336671802773498,0.5115562403697997
-1,test,0.5346687211093991,0.6510015408320494,0.5346687211093991
