n_neighbors,metric,score,measure,time,n_optim_iterations,learning_rate,optim,warmup_ratio,weight_decay,path,epoch,classifier,embedding_model,n_samples,iteration
5,l2,0.559630972184051,f1_macro,5.966118097305298,5,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
12,l2,0.5520875676758393,f1_macro,9.26004958152771,7,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
11,l1,0.5971104048658105,f1_macro,8.033387422561646,6,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
16,l2,0.582827649380341,f1_macro,7.896745920181274,6,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
9,cosine,0.5937371031302882,f1_macro,9.001827716827393,8,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
1,l2,0.6036287985831211,f1_macro,6.70367956161499,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
16,l1,0.5907201255461249,f1_macro,6.953649997711182,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
14,l1,0.6286706349206349,f1_macro,10.297186851501465,8,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
14,cosine,0.6160761951656949,f1_macro,9.146466970443726,7,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
19,l1,0.6148320849603929,f1_macro,9.805773258209229,8,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
3,cosine,0.6890762857985644,f1_macro,7.183413743972778,6,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
19,l2,0.6900601456157011,f1_macro,8.572171926498413,6,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
7,l1,0.739042427394241,f1_macro,6.659738063812256,5,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
3,l1,0.7454267054328382,f1_macro,8.994449377059937,7,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
7,l1,0.6017925187464673,f1_macro,9.217764854431152,7,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
14,cosine,0.7232349186519406,f1_macro,7.386834383010864,6,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
12,l2,0.7424776417761269,f1_macro,7.110042572021484,5,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
19,l1,0.7673269326898864,f1_macro,9.662713527679443,7,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
14,l2,0.7653976709002784,f1_macro,8.376317739486694,7,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,1
8,l1,0.5659331981536768,f1_macro,6.933650732040405,5,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
16,l2,0.5649708708536362,f1_macro,6.816859483718872,5,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
1,cosine,0.5806470499777373,f1_macro,7.014073610305786,5,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
11,l1,0.5928276709053967,f1_macro,8.022847175598145,6,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
19,l2,0.582668046861882,f1_macro,8.254230260848999,6,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
14,l1,0.6071313260831052,f1_macro,11.577867269515991,10,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
17,cosine,0.6432153297304399,f1_macro,6.505380153656006,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
17,l2,0.5859332500081567,f1_macro,6.88986349105835,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
13,cosine,0.6709471700977724,f1_macro,5.605636596679688,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
15,l2,0.6386107496643278,f1_macro,8.960943937301636,7,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
6,l1,0.6446963786136817,f1_macro,8.210474729537964,6,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
8,l2,0.6907245803797527,f1_macro,9.865553855895996,8,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
6,l2,0.6947218833120639,f1_macro,9.160750150680542,7,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
3,l2,0.7443697359744238,f1_macro,9.683918237686155,8,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
10,l1,0.74088693957115,f1_macro,6.899626016616821,5,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
17,l2,0.6208833823640517,f1_macro,6.840796232223511,5,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
6,l1,0.695219004095657,f1_macro,13.074954748153688,12,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
13,l1,0.7447976778875477,f1_macro,9.964921474456789,8,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
6,l1,0.7652200945747842,f1_macro,7.969605445861816,6,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
13,l1,0.7602370020196378,f1_macro,8.355638265609741,6,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,2
10,l2,0.5639978628305476,f1_macro,8.781331300735474,7,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
16,l1,0.596154922896496,f1_macro,9.284607410430908,7,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
14,l1,0.6150531252060967,f1_macro,6.993192434310913,5,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
5,l1,0.5935431676983617,f1_macro,7.875422954559326,6,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
19,cosine,0.5786010286010286,f1_macro,7.392792463302612,6,1e-06,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/001/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
9,l2,0.568043563367092,f1_macro,6.9917144775390625,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
16,cosine,0.6185867895545315,f1_macro,5.7486255168914795,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
8,l2,0.6213999029682883,f1_macro,7.30236029624939,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
17,cosine,0.6587483573160339,f1_macro,6.319866180419922,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
11,l1,0.6571087709104995,f1_macro,6.958292245864868,5,1e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/002/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
17,cosine,0.6493869284566959,f1_macro,8.601409673690796,7,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
7,cosine,0.6659330929324289,f1_macro,6.126123666763306,5,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
1,l2,0.6971687980057961,f1_macro,6.911428451538086,5,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
7,l2,0.737439315754111,f1_macro,7.345124959945679,5,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
13,cosine,0.7406701661908969,f1_macro,6.376950740814209,5,5e-05,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/003/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
10,cosine,0.616141592264232,f1_macro,7.574783086776733,6,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_1,1,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
6,cosine,0.6985089080265233,f1_macro,6.420581340789795,5,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_2,2,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
14,l2,0.7459419542950511,f1_macro,8.033547639846802,6,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_3,3,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
18,l2,0.7544339951236503,f1_macro,11.30324125289917,9,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_4,4,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
6,cosine,0.7458175516015159,f1_macro,6.2371814250946045,5,0.0001,adamw_torch,0.1,0.01,./models/google-bert/bert-base-uncased/004/embeddings/epoch_5,5,KNeighborsClassifier,google-bert/bert-base-uncased,1000,3
