epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.35766182298546895,0.33731785812577875,0.5182463672391017,0.35766182298546895,0.384076990376203,0.41174038859032663,0.2161361954108068
0,validation,0.40215716486902925,0.39320212541406824,0.551617873651772,0.40215716486902925,0.3813747228381375,0.4597701149425288,0.3384615384615384
1,train,0.3797886393659181,0.36309449946074784,0.5348414795244385,0.3797886393659181,0.39415411868910544,0.4281644281644282,0.2669649515287099
1,validation,0.4206471494607088,0.409771543831739,0.5654853620955317,0.4206471494607088,0.3818181818181818,0.49809885931558934,0.3493975903614458
2,train,0.3834214002642008,0.3673969547917853,0.5375660501981505,0.3834214002642008,0.40036150022593764,0.43506759524784927,0.26676176890156916
2,validation,0.4391371340523883,0.4289022822418789,0.5793528505392913,0.4391371340523883,0.4064665127020785,0.5056179775280899,0.37462235649546827
3,train,0.40752972258916775,0.39004517393368765,0.5556472919418759,0.40752972258916775,0.4196185286103542,0.47281713344316306,0.2776998597475456
3,validation,0.4283513097072419,0.420357046575707,0.5712634822804313,0.4283513097072419,0.4081632653061224,0.48275862068965514,0.3701492537313433
4,train,0.428665785997358,0.41336821187662237,0.5714993394980185,0.428665785997358,0.45002241147467503,0.4767441860465116,0.31333803810868033
4,validation,0.44992295839753466,0.4415476429166982,0.587442218798151,0.44992295839753466,0.4091954022988506,0.5092936802973976,0.4061538461538461
-1,test,0.38058551617873654,0.3539499162241417,0.5354391371340524,0.38058551617873654,0.3137254901960784,0.49569707401032703,0.2524271844660194
