,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3550198150594452,0.5162648612945839,0.3550198150594452
1,0,validation,0.4514637904468413,0.588597842835131,0.4514637904468413
2,1,train,0.4676354029062087,0.6007265521796565,0.4676354029062087
3,1,validation,0.4591679506933744,0.5943759630200308,0.4591679506933744
4,2,train,0.5931307793923382,0.6948480845442536,0.5931307793923382
5,2,validation,0.4930662557781202,0.6197996918335902,0.4930662557781202
6,3,train,0.7906208718626155,0.8429656538969617,0.7906208718626155
7,3,validation,0.50231124807396,0.62673343605547,0.50231124807396
8,4,train,0.9042272126816381,0.9281704095112285,0.9042272126816381
9,4,validation,0.46687211093990755,0.6001540832049306,0.46687211093990755
10,-1,test,0.48536209553158705,0.6140215716486902,0.48536209553158705
