,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.41190789473684214,0.5260361842105263,0.28032894736842107
1,0,validation,0.4489087301587302,0.5866815476190477,0.4489087301587302
2,1,train,0.3632236842105263,0.5158388157894737,0.33690789473684213
3,1,validation,0.2867063492063492,0.4650297619047619,0.2867063492063492
4,2,train,0.36802631578947365,0.5062828947368421,0.28907894736842105
5,2,validation,0.3005952380952381,0.47544642857142855,0.3005952380952381
6,3,train,0.3277631578947368,0.4958223684210526,0.3277631578947368
7,3,validation,0.2911706349206349,0.46837797619047616,0.2911706349206349
8,4,train,0.3332894736842105,0.4947039473684211,0.31223684210526315
9,4,validation,0.30158730158730157,0.47619047619047616,0.30158730158730157
10,5,train,0.31414473684210525,0.4856085526315789,0.31414473684210525
11,5,validation,0.2933201058201058,0.46999007936507936,0.2933201058201058
12,6,train,0.342171052631579,0.4895230263157895,0.27375
13,6,validation,0.32853835978835977,0.4964037698412698,0.32853835978835977
14,7,train,0.30276315789473685,0.4770723684210526,0.30276315789473685
15,7,validation,0.3449074074074074,0.5086805555555556,0.3449074074074074
16,8,train,0.36644736842105263,0.4945723684210526,0.24539473684210528
17,8,validation,0.5,0.5,0.0
18,9,train,0.3361842105263158,0.49292763157894737,0.2993421052631579
19,9,validation,0.5,0.5,0.0
20,-1,test,0.5,0.5,0.0
