epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.2663111668757842,0.2565843226934108,0.43386723910171726,0.22754293262879788,0.1702970297029703,0.3199251637043966,0.23553890969621305
0,validation,0.22650231124807396,0.18690271317566567,0.41987673343605547,0.22650231124807396,0.015936254980079678,0.25380710659898476,0.29096477794793263
1,train,0.28731836195508587,0.2552568600370413,0.4654887714663144,0.28731836195508587,0.08579881656804735,0.4275972723626153,0.2523744911804613
1,validation,0.3913713405238829,0.3467370429248496,0.5435285053929121,0.3913713405238829,0.13377926421404684,0.5247524752475248,0.38167938931297707
2,train,0.3107661822985469,0.2827073740997319,0.48307463672391027,0.3107661822985469,0.16556291390728478,0.45041635124905377,0.23214285714285712
2,validation,0.4206471494607088,0.3517380890801565,0.5654853620955317,0.4206471494607088,0.08135593220338984,0.5751445086705202,0.39871382636655944
3,train,0.37549537648612946,0.3515032781491012,0.5316215323645971,0.37549537648612946,0.29805160610847814,0.4792727272727273,0.27718550106609813
3,validation,0.45454545454545453,0.4054293114318297,0.5909090909090909,0.45454545454545453,0.213166144200627,0.5780346820809249,0.42508710801393723
4,train,0.40059445178335534,0.38168223638042703,0.5504458388375165,0.40059445178335534,0.31929277171086845,0.4979531075548939,0.32780082987551873
4,validation,0.4530046224961479,0.4052721514911087,0.5897534668721109,0.4530046224961479,0.21341463414634146,0.5759312320916906,0.42647058823529416
-1,test,0.4453004622496148,0.3746219098888029,0.5839753466872112,0.4453004622496148,0.2303370786516854,0.5988857938718664,0.29464285714285715
