epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,129,293,783
0,train,Liberal,144,342,919
0,train,Neutral,37,98,283
0,validation,Conservative,2,39,208
0,validation,Liberal,0,50,246
0,validation,Neutral,0,9,95
1,train,Conservative,58,444,703
1,train,Liberal,61,533,811
1,train,Neutral,28,111,279
1,validation,Conservative,20,125,104
1,validation,Liberal,27,159,110
1,validation,Neutral,3,26,75
2,train,Conservative,125,497,583
2,train,Liberal,128,595,682
2,train,Neutral,52,145,221
2,validation,Conservative,12,165,72
2,validation,Liberal,24,199,73
2,validation,Neutral,10,32,62
3,train,Conservative,283,546,376
3,train,Liberal,328,659,418
3,train,Neutral,83,140,195
3,validation,Conservative,34,162,53
3,validation,Liberal,27,200,69
3,validation,Neutral,9,34,61
4,train,Conservative,307,537,361
4,train,Liberal,306,669,430
4,train,Neutral,105,76,237
4,validation,Conservative,35,165,49
4,validation,Liberal,34,201,61
4,validation,Neutral,10,36,58
-1,test,Conservative,41,144,62
-1,test,Liberal,58,215,51
-1,test,Neutral,10,35,33
