epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,439,377,389
0,train,Liberal,509,498,398
0,train,Neutral,133,139,146
0,validation,Conservative,86,80,83
0,validation,Liberal,93,120,83
0,validation,Neutral,23,26,55
1,train,Conservative,445,412,348
1,train,Liberal,483,526,396
1,train,Neutral,125,114,179
1,validation,Conservative,84,76,89
1,validation,Liberal,84,131,81
1,validation,Neutral,23,23,58
2,train,Conservative,443,381,381
2,train,Liberal,458,531,416
2,train,Neutral,107,124,187
2,validation,Conservative,88,80,81
2,validation,Liberal,77,135,84
2,validation,Neutral,19,23,62
3,train,Conservative,462,346,397
3,train,Liberal,418,574,413
3,train,Neutral,117,103,198
3,validation,Conservative,90,77,82
3,validation,Liberal,83,126,87
3,validation,Neutral,19,23,62
4,train,Conservative,502,328,375
4,train,Liberal,429,574,402
4,train,Neutral,95,101,222
4,validation,Conservative,89,88,72
4,validation,Liberal,76,137,83
4,validation,Neutral,21,17,66
-1,test,Conservative,64,89,94
-1,test,Liberal,82,144,98
-1,test,Neutral,15,24,39
