epoch,loop,f1,roc_auc,accuracy
0,train,0.3705416116248349,0.5279062087186263,0.3705416116248349
0,validation,0.4946070878274268,0.6209553158705702,0.4946070878274268
1,train,0.5429326287978864,0.6571994715984149,0.5429326287978864
1,validation,0.4930662557781202,0.6197996918335902,0.4930662557781202
2,train,0.7516512549537648,0.8137384412153236,0.7516512549537648
2,validation,0.5053929121725732,0.6290446841294298,0.5053929121725732
3,train,0.9035667107001321,0.9276750330250991,0.9035667107001321
3,validation,0.4869029275808937,0.6151771956856702,0.4869029275808937
4,train,0.9554161162483488,0.9665620871862616,0.9554161162483488
4,validation,0.48228043143297383,0.6117103235747304,0.48228043143297383
-1,test,0.5192604006163328,0.6394453004622497,0.5192604006163328
