epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,356,515,334
0,train,Liberal,419,627,359
0,train,Neutral,115,132,171
0,validation,Conservative,50,163,36
0,validation,Liberal,38,218,40
0,validation,Neutral,13,41,50
1,train,Conservative,545,529,131
1,train,Liberal,443,852,110
1,train,Neutral,116,97,205
1,validation,Conservative,92,129,28
1,validation,Liberal,70,201,25
1,validation,Neutral,30,34,40
2,train,Conservative,800,308,97
2,train,Liberal,268,1087,50
2,train,Neutral,83,50,285
2,validation,Conservative,129,95,25
2,validation,Liberal,105,165,26
2,validation,Neutral,32,28,44
3,train,Conservative,1052,104,49
3,train,Liberal,92,1278,35
3,train,Neutral,39,25,354
3,validation,Conservative,116,78,55
3,validation,Liberal,101,151,44
3,validation,Neutral,28,29,47
4,train,Conservative,1139,40,26
4,train,Liberal,28,1354,23
4,train,Neutral,10,10,398
4,validation,Conservative,131,83,35
4,validation,Liberal,128,137,31
4,validation,Neutral,41,21,42
-1,test,Conservative,148,63,36
-1,test,Liberal,134,152,38
-1,test,Neutral,35,17,26
