epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,353,513,339
0,train,Liberal,399,614,392
0,train,Neutral,113,126,179
0,validation,Conservative,54,170,25
0,validation,Liberal,50,216,30
0,validation,Neutral,19,46,39
1,train,Conservative,470,564,171
1,train,Liberal,369,907,129
1,train,Neutral,105,123,190
1,validation,Conservative,90,127,32
1,validation,Liberal,77,187,32
1,validation,Neutral,25,35,44
2,train,Conservative,681,430,94
2,train,Liberal,262,1082,61
2,train,Neutral,80,70,268
2,validation,Conservative,129,98,22
2,validation,Liberal,103,177,16
2,validation,Neutral,33,37,34
3,train,Conservative,984,152,69
3,train,Liberal,134,1232,39
3,train,Neutral,41,40,337
3,validation,Conservative,118,102,29
3,validation,Liberal,81,184,31
3,validation,Neutral,27,40,37
4,train,Conservative,1094,71,40
4,train,Liberal,47,1337,21
4,train,Neutral,22,24,372
4,validation,Conservative,164,75,10
4,validation,Liberal,156,117,23
4,validation,Neutral,62,20,22
-1,test,Conservative,169,62,16
-1,test,Liberal,159,147,18
-1,test,Neutral,48,19,11
