epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,149,564,492
0,train,Liberal,168,682,555
0,train,Neutral,45,179,194
0,validation,Conservative,51,88,110
0,validation,Liberal,57,133,106
0,validation,Neutral,15,22,67
1,train,Conservative,332,680,193
1,train,Liberal,332,921,152
1,train,Neutral,100,204,114
1,validation,Conservative,116,92,41
1,validation,Liberal,98,144,54
1,validation,Neutral,20,28,56
2,train,Conservative,434,657,114
2,train,Liberal,297,1013,95
2,train,Neutral,102,181,135
2,validation,Conservative,90,127,32
2,validation,Liberal,73,188,35
2,validation,Neutral,30,30,44
3,train,Conservative,640,478,87
3,train,Liberal,274,1049,82
3,train,Neutral,96,168,154
3,validation,Conservative,91,122,36
3,validation,Liberal,57,197,42
3,validation,Neutral,24,32,48
4,train,Conservative,781,330,94
4,train,Liberal,133,1196,76
4,train,Neutral,104,136,178
4,validation,Conservative,119,88,42
4,validation,Liberal,98,156,42
4,validation,Neutral,31,24,49
-1,test,Conservative,118,70,59
-1,test,Liberal,105,173,46
-1,test,Neutral,29,16,33
