epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,416,439,350
0,train,Liberal,392,605,408
0,train,Neutral,95,100,223
0,validation,Conservative,41,187,21
0,validation,Liberal,36,226,34
0,validation,Neutral,13,40,51
1,train,Conservative,671,415,119
1,train,Liberal,326,992,87
1,train,Neutral,99,85,234
1,validation,Conservative,122,109,18
1,validation,Liberal,89,177,30
1,validation,Neutral,30,39,35
2,train,Conservative,1016,120,69
2,train,Liberal,150,1219,36
2,train,Neutral,46,35,337
2,validation,Conservative,124,98,27
2,validation,Liberal,104,160,32
2,validation,Neutral,22,33,49
3,train,Conservative,1146,29,30
3,train,Liberal,50,1336,19
3,train,Neutral,13,12,393
3,validation,Conservative,137,95,17
3,validation,Liberal,121,159,16
3,validation,Neutral,39,30,35
4,train,Conservative,1172,19,14
4,train,Liberal,25,1368,12
4,train,Neutral,7,7,404
4,validation,Conservative,126,101,22
4,validation,Liberal,113,160,23
4,validation,Neutral,38,31,35
-1,test,Conservative,140,81,26
-1,test,Liberal,124,172,28
-1,test,Neutral,34,21,23
