,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.4157859973579921,0.5618394980184941,0.4157859973579921
1,0,validation,0.47919876733436056,0.6093990755007703,0.47919876733436056
2,1,train,0.535667107001321,0.6517503302509907,0.535667107001321
3,1,validation,0.48382126348228044,0.6128659476117103,0.48382126348228044
4,2,train,0.7130118890356671,0.7847589167767504,0.7130118890356671
5,2,validation,0.48228043143297383,0.6117103235747304,0.48228043143297383
6,3,train,0.8543593130779392,0.8907694848084544,0.8543593130779392
7,3,validation,0.48073959938366717,0.6105546995377504,0.48073959938366717
8,4,train,0.9266842800528402,0.9450132100396302,0.9266842800528402
9,4,validation,0.4899845916795069,0.6174884437596302,0.4899845916795069
10,-1,test,0.49768875192604006,0.6232665639445301,0.49768875192604006
