,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3474240422721268,0.5105680317040951,0.3474240422721268
1,0,validation,0.5,0.5,0.0
2,1,train,0.32397622192866576,0.4929821664464993,0.32397622192866576
3,1,validation,0.5021577089054531,0.5077041602465332,0.0015408320493066256
4,2,train,0.32562747688243066,0.4942206076618231,0.32562747688243066
5,2,validation,0.5054238650060265,0.5181047765793528,0.0
6,3,train,0.2965653896961691,0.4724240422721268,0.2965653896961691
7,3,validation,0.5043341213553979,0.5119414483821263,0.0
8,4,train,0.33619550858652575,0.5021466314398944,0.33619550858652575
9,4,validation,0.4864406779661017,0.5042372881355932,0.02773497688751926
10,-1,test,0.5025817555938038,0.5296610169491525,0.03852080123266564
