epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,425,374,406
0,train,Liberal,454,529,422
0,train,Neutral,98,88,232
0,validation,Conservative,109,98,42
0,validation,Liberal,98,147,51
0,validation,Neutral,20,24,60
1,train,Conservative,713,334,158
1,train,Liberal,393,853,159
1,train,Neutral,90,73,255
1,validation,Conservative,97,127,25
1,validation,Liberal,73,198,25
1,validation,Neutral,23,43,38
2,train,Conservative,1036,121,48
2,train,Liberal,159,1183,63
2,train,Neutral,47,33,338
2,validation,Conservative,124,92,33
2,validation,Liberal,94,169,33
2,validation,Neutral,25,32,47
3,train,Conservative,1146,42,17
3,train,Liberal,34,1348,23
3,train,Neutral,13,19,386
3,validation,Conservative,124,109,16
3,validation,Liberal,88,189,19
3,validation,Neutral,34,45,25
4,train,Conservative,1172,22,11
4,train,Liberal,20,1355,30
4,train,Neutral,6,8,404
4,validation,Conservative,108,123,18
4,validation,Liberal,86,194,16
4,validation,Neutral,34,45,25
-1,test,Conservative,114,107,26
-1,test,Liberal,101,203,20
-1,test,Neutral,26,33,19
