epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.3916776750330251,0.3816859688729699,0.5437582562747688,0.3916776750330251,0.38955087076076994,0.44156928213689484,0.31393775372124494
0,validation,0.4869029275808937,0.4817544152057021,0.6151771956856702,0.4869029275808937,0.4579831932773109,0.5203539823008849,0.4669260700389105
1,train,0.6013870541611624,0.58307360309778,0.7010402906208719,0.6013870541611624,0.5939192003331946,0.6401500938086304,0.5151515151515151
1,validation,0.5130970724191063,0.4770443008837764,0.6348228043143298,0.5130970724191063,0.4389140271493213,0.5963855421686747,0.3958333333333333
2,train,0.8444517833553501,0.8297750179663722,0.8833388375165125,0.8444517833553501,0.8467511238250919,0.8628738147337709,0.7797001153402539
2,validation,0.5238828967642527,0.5036995846553177,0.6429121725731894,0.5238828967642527,0.5040650406504065,0.5738539898132429,0.43317972350230416
3,train,0.9511228533685601,0.9428517496739802,0.96334214002642,0.9511228533685601,0.9557964970809008,0.9580668088130775,0.9146919431279621
3,validation,0.5208012326656395,0.4658124818550789,0.6406009244992296,0.5208012326656395,0.501010101010101,0.5915492957746478,0.3048780487804878
4,train,0.9679656538969617,0.9610141173361147,0.9759742404227212,0.9679656538969617,0.9754473574698294,0.971326164874552,0.936268829663963
4,validation,0.5038520801232665,0.449748102810785,0.6278890600924498,0.5038520801232665,0.45283018867924524,0.5896656534954408,0.3067484662576687
-1,test,0.5177195685670262,0.44721434422075906,0.6382896764252697,0.5177195685670262,0.4672131147540984,0.6086956521739131,0.26573426573426573
