epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,443,387,375
0,train,Liberal,457,549,399
0,train,Neutral,126,119,173
0,validation,Conservative,102,84,63
0,validation,Liberal,93,137,66
0,validation,Neutral,26,20,58
1,train,Conservative,600,333,272
1,train,Liberal,314,854,237
1,train,Neutral,80,98,240
1,validation,Conservative,133,89,27
1,validation,Liberal,101,161,34
1,validation,Neutral,24,38,42
2,train,Conservative,1002,113,90
2,train,Liberal,144,1217,44
2,train,Neutral,54,43,321
2,validation,Conservative,136,82,31
2,validation,Liberal,119,146,31
2,validation,Neutral,34,28,42
3,train,Conservative,1132,37,36
3,train,Liberal,37,1347,21
3,train,Neutral,22,15,381
3,validation,Conservative,138,83,28
3,validation,Liberal,114,159,23
3,validation,Neutral,37,33,34
4,train,Conservative,1177,13,15
4,train,Liberal,16,1374,15
4,train,Neutral,10,11,397
4,validation,Conservative,97,109,43
4,validation,Liberal,87,164,45
4,validation,Neutral,23,27,54
-1,test,Conservative,99,96,52
-1,test,Liberal,84,196,44
-1,test,Neutral,18,26,34
