epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.357331571994716,0.3430192890700308,0.5179986789960369,0.357331571994716,0.4215767634854772,0.35431654676258995,0.25316455696202533
0,validation,0.38366718027734975,0.37884234999337457,0.5377503852080123,0.38366718027734975,0.44,0.29055690072639223,0.4059701492537313
1,train,0.4431968295904888,0.4190776493571377,0.5823976221928665,0.4431968295904888,0.48787878787878786,0.4398204814361485,0.3295336787564767
1,validation,0.46070878274268107,0.43975366570379576,0.5955315870570107,0.46070878274268107,0.5076142131979695,0.43930635838150284,0.372340425531915
2,train,0.5250990752972259,0.49632931661510077,0.6438243064729192,0.5250990752972259,0.5489130434782609,0.5400749063670413,0.39999999999999997
2,validation,0.4745762711864407,0.457238456075497,0.6059322033898306,0.4745762711864407,0.5317324185248713,0.44782608695652176,0.3921568627450981
3,train,0.5957727873183619,0.5660627689665567,0.6968295904887715,0.5957727873183619,0.6091127098321343,0.6216709230207953,0.46740467404674046
3,validation,0.48382126348228044,0.4607255674055275,0.6128659476117103,0.48382126348228044,0.535593220338983,0.46274509803921565,0.3838383838383838
4,train,0.7064068692206077,0.6671236302064579,0.7798051519154559,0.7064068692206077,0.7403055229142187,0.7224055738907224,0.5386597938144331
4,validation,0.48536209553158705,0.4549390693320954,0.6140215716486902,0.48536209553158705,0.5156794425087108,0.5057034220532319,0.3434343434343434
-1,test,0.5007704160246533,0.45524905914283775,0.6255778120184899,0.5007704160246533,0.5082266910420475,0.549828178694158,0.30769230769230765
