,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.37276315789473685,0.5295723684210527,0.37276315789473685
1,0,validation,0.39467592592592593,0.5460069444444444,0.39467592592592593
2,1,train,0.4161842105263158,0.5621381578947369,0.4161842105263158
3,1,validation,0.4302248677248677,0.5726686507936508,0.4302248677248677
4,2,train,0.5119078947368422,0.6339309210526316,0.5119078947368422
5,2,validation,0.492228835978836,0.619171626984127,0.492228835978836
6,3,train,0.58125,0.6859375,0.58125
7,3,validation,0.5047949735449736,0.6285962301587302,0.5047949735449736
8,4,train,0.6550657894736842,0.7412993421052633,0.6550657894736842
9,4,validation,0.49966931216931215,0.6247519841269841,0.49966931216931215
10,5,train,0.7665789473684211,0.8249342105263159,0.7665789473684211
11,5,validation,0.5061177248677249,0.6295882936507936,0.5061177248677249
12,6,train,0.8786842105263157,0.9090131578947369,0.8786842105263157
13,6,validation,0.48925264550264547,0.6169394841269841,0.48925264550264547
14,7,train,0.9551973684210527,0.9663980263157894,0.9551973684210527
15,7,validation,0.492228835978836,0.619171626984127,0.492228835978836
16,8,train,0.9756578947368421,0.9817434210526316,0.9756578947368421
17,8,validation,0.4793320105820105,0.6094990079365079,0.4793320105820105
18,9,train,0.9836842105263158,0.9877631578947369,0.9836842105263158
19,9,validation,0.4937169312169312,0.6202876984126984,0.4937169312169312
20,-1,test,0.48842592592592593,0.6163194444444444,0.48842592592592593
