epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,344,428,433
0,train,Liberal,415,484,506
0,train,Neutral,108,136,174
0,validation,Conservative,83,85,81
0,validation,Liberal,72,117,107
0,validation,Neutral,22,29,53
1,train,Conservative,407,375,423
1,train,Liberal,356,586,463
1,train,Neutral,99,101,218
1,validation,Conservative,72,92,85
1,validation,Liberal,74,129,93
1,validation,Neutral,14,26,64
2,train,Conservative,478,314,413
2,train,Liberal,323,693,389
2,train,Neutral,86,64,268
2,validation,Conservative,91,90,68
2,validation,Liberal,70,137,89
2,validation,Neutral,15,20,69
3,train,Conservative,599,276,330
3,train,Liberal,238,837,330
3,train,Neutral,75,47,296
3,validation,Conservative,96,84,69
3,validation,Liberal,76,150,70
3,validation,Neutral,14,21,69
4,train,Conservative,748,163,294
4,train,Liberal,124,1069,212
4,train,Neutral,59,44,315
4,validation,Conservative,99,101,49
4,validation,Liberal,77,163,56
4,validation,Neutral,13,29,62
-1,test,Conservative,91,90,66
-1,test,Liberal,97,168,59
-1,test,Neutral,19,26,33
