,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.34078947368421053,0.5029605263157895,0.33026315789473687
1,0,validation,0.33283730158730157,0.49962797619047616,0.33283730158730157
2,1,train,0.31717105263157896,0.4878782894736842,0.31717105263157896
3,1,validation,0.34606481481481477,0.5095486111111112,0.34606481481481477
4,2,train,0.32453947368421054,0.49340460526315794,0.32453947368421054
5,2,validation,0.27033730158730157,0.45275297619047616,0.27033730158730157
6,3,train,0.295,0.47124999999999995,0.295
7,3,validation,0.3341600529100529,0.5006200396825398,0.3341600529100529
8,4,train,0.2954605263157895,0.47159539473684214,0.2954605263157895
9,4,validation,0.25909391534391535,0.44432043650793646,0.25909391534391535
10,5,train,0.32664473684210527,0.49498355263157895,0.32664473684210527
11,5,validation,0.38707010582010576,0.5403025793650793,0.38707010582010576
12,6,train,0.31085526315789475,0.4831414473684211,0.31085526315789475
13,6,validation,0.30224867724867727,0.4766865079365079,0.30224867724867727
14,7,train,0.3023026315789474,0.4767269736842105,0.3023026315789474
15,7,validation,0.3075396825396825,0.4806547619047619,0.3075396825396825
16,8,train,0.3036842105263158,0.4777631578947369,0.3036842105263158
17,8,validation,0.3187830687830688,0.4890873015873016,0.3187830687830688
18,9,train,0.29197368421052633,0.46898026315789476,0.29197368421052633
19,9,validation,0.29844576719576715,0.4738343253968254,0.29844576719576715
20,-1,test,0.31712962962962965,0.4878472222222222,0.31712962962962965
