,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3390131578947368,0.5042598684210526,0.3390131578947368
1,0,validation,0.39401455026455023,0.5455109126984127,0.39401455026455023
2,1,train,0.33480263157894735,0.5011019736842105,0.33480263157894735
3,1,validation,0.3290343915343915,0.4967757936507936,0.3290343915343915
4,2,train,0.3371710526315789,0.5028782894736842,0.3371710526315789
5,2,validation,0.2924933862433862,0.4693700396825397,0.2924933862433862
6,3,train,0.3307236842105263,0.4980427631578947,0.3307236842105263
7,3,validation,0.3551587301587301,0.5163690476190477,0.3551587301587301
8,4,train,0.30703947368421053,0.4802796052631579,0.30703947368421053
9,4,validation,0.37384513634513633,0.5298859126984127,0.37020502645502645
10,-1,test,0.3455687830687831,0.5091765873015873,0.3455687830687831
