epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,382,391,432
0,train,Liberal,377,559,469
0,train,Neutral,131,108,179
0,validation,Conservative,84,91,74
0,validation,Liberal,72,140,84
0,validation,Neutral,26,27,51
1,train,Conservative,476,335,394
1,train,Liberal,312,673,420
1,train,Neutral,90,76,252
1,validation,Conservative,100,90,59
1,validation,Liberal,68,146,82
1,validation,Neutral,20,29,55
2,train,Conservative,602,266,337
2,train,Liberal,211,895,299
2,train,Neutral,65,48,305
2,validation,Conservative,93,110,46
2,validation,Liberal,73,162,61
2,validation,Neutral,25,28,51
3,train,Conservative,809,154,242
3,train,Liberal,89,1159,157
3,train,Neutral,41,31,346
3,validation,Conservative,110,89,50
3,validation,Liberal,103,143,50
3,validation,Neutral,26,27,51
4,train,Conservative,1046,43,116
4,train,Liberal,24,1296,85
4,train,Neutral,32,21,365
4,validation,Conservative,103,109,37
4,validation,Liberal,88,175,33
4,validation,Neutral,28,37,39
-1,test,Conservative,108,100,39
-1,test,Liberal,97,188,39
-1,test,Neutral,22,29,27
