epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,325,684,196
0,train,Liberal,400,785,220
0,train,Neutral,123,214,81
0,validation,Conservative,5,189,55
0,validation,Liberal,7,223,66
0,validation,Neutral,3,40,61
1,train,Conservative,214,883,108
1,train,Liberal,268,1035,102
1,train,Neutral,87,253,78
1,validation,Conservative,2,198,49
1,validation,Liberal,4,226,66
1,validation,Neutral,5,47,52
2,train,Conservative,184,935,86
2,train,Liberal,202,1122,81
2,train,Neutral,69,264,85
2,validation,Conservative,1,235,13
2,validation,Liberal,1,275,20
2,validation,Neutral,0,76,28
3,train,Conservative,228,896,81
3,train,Liberal,235,1104,66
3,train,Neutral,84,247,87
3,validation,Conservative,8,205,36
3,validation,Liberal,10,236,50
3,validation,Neutral,4,47,53
4,train,Conservative,161,938,106
4,train,Liberal,207,1106,92
4,train,Neutral,101,221,96
4,validation,Conservative,2,167,80
4,validation,Liberal,7,200,89
4,validation,Neutral,0,40,64
-1,test,Conservative,1,147,99
-1,test,Liberal,9,206,109
-1,test,Neutral,4,41,33
