epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,341,438,426
0,train,Liberal,360,579,466
0,train,Neutral,112,100,206
0,validation,Conservative,46,111,92
0,validation,Liberal,46,152,98
0,validation,Neutral,11,29,64
1,train,Conservative,529,507,169
1,train,Liberal,341,910,154
1,train,Neutral,113,125,180
1,validation,Conservative,78,122,49
1,validation,Liberal,56,194,46
1,validation,Neutral,12,40,52
2,train,Conservative,815,248,142
2,train,Liberal,220,1108,77
2,train,Neutral,102,86,230
2,validation,Conservative,118,109,22
2,validation,Liberal,93,174,29
2,validation,Neutral,30,36,38
3,train,Conservative,1052,83,70
3,train,Liberal,73,1305,27
3,train,Neutral,61,34,323
3,validation,Conservative,146,69,34
3,validation,Liberal,127,143,26
3,validation,Neutral,36,29,39
4,train,Conservative,1123,43,39
4,train,Liberal,44,1334,27
4,train,Neutral,20,17,381
4,validation,Conservative,145,71,33
4,validation,Liberal,124,142,30
4,validation,Neutral,46,29,29
-1,test,Conservative,146,67,34
-1,test,Liberal,128,144,52
-1,test,Neutral,40,21,17
