,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.36625,0.5246875,0.36625
1,0,validation,0.44692460317460314,0.5851934523809523,0.44692460317460314
2,1,train,0.34901315789473686,0.5117598684210526,0.34901315789473686
3,1,validation,0.3911909849409849,0.5432787698412698,0.3915343915343915
4,2,train,0.3381578947368421,0.5036184210526315,0.3381578947368421
5,2,validation,0.3058862433862434,0.47941468253968256,0.3058862433862434
6,3,train,0.3425,0.5068750000000001,0.3425
7,3,validation,0.29429945054945056,0.47023809523809523,0.2916666666666667
8,4,train,0.32473684210526316,0.4935526315789474,0.32473684210526316
9,4,validation,0.26399063899063896,0.4477926587301588,0.2642195767195767
10,-1,test,0.4135251322751323,0.5601438492063492,0.4135251322751323
