epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,412,376,417
0,train,Liberal,481,453,471
0,train,Neutral,138,101,179
0,validation,Conservative,91,77,81
0,validation,Liberal,93,106,97
0,validation,Neutral,22,22,60
1,train,Conservative,519,324,362
1,train,Liberal,403,609,393
1,train,Neutral,95,62,261
1,validation,Conservative,115,62,72
1,validation,Liberal,101,108,87
1,validation,Neutral,17,20,67
2,train,Conservative,701,251,253
2,train,Liberal,363,753,289
2,train,Neutral,51,57,310
2,validation,Conservative,110,85,54
2,validation,Liberal,85,139,72
2,validation,Neutral,20,20,64
3,train,Conservative,952,151,102
3,train,Liberal,210,1038,157
3,train,Neutral,36,56,326
3,validation,Conservative,130,85,34
3,validation,Liberal,113,133,50
3,validation,Neutral,28,28,48
4,train,Conservative,1122,54,29
4,train,Liberal,58,1279,68
4,train,Neutral,8,32,378
4,validation,Conservative,126,99,24
4,validation,Liberal,113,150,33
4,validation,Neutral,30,39,35
-1,test,Conservative,128,87,32
-1,test,Liberal,119,177,28
-1,test,Neutral,27,27,24
