epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,322,499,384
0,train,Liberal,363,656,386
0,train,Neutral,91,113,214
0,validation,Conservative,119,104,26
0,validation,Liberal,102,155,39
0,validation,Neutral,28,26,50
1,train,Conservative,631,437,137
1,train,Liberal,345,950,110
1,train,Neutral,96,88,234
1,validation,Conservative,109,110,30
1,validation,Liberal,78,189,29
1,validation,Neutral,23,34,47
2,train,Conservative,970,164,71
2,train,Liberal,215,1147,43
2,train,Neutral,90,29,299
2,validation,Conservative,135,84,30
2,validation,Liberal,113,153,30
2,validation,Neutral,29,27,48
3,train,Conservative,1126,47,32
3,train,Liberal,62,1315,28
3,train,Neutral,26,20,372
3,validation,Conservative,153,72,24
3,validation,Liberal,130,138,28
3,validation,Neutral,37,25,42
4,train,Conservative,1173,20,12
4,train,Liberal,28,1364,13
4,train,Neutral,16,7,395
4,validation,Conservative,123,103,23
4,validation,Liberal,89,168,39
4,validation,Neutral,34,34,36
-1,test,Conservative,105,105,37
-1,test,Liberal,98,197,29
-1,test,Neutral,32,21,25
