epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,332,539,334
0,train,Liberal,360,647,398
0,train,Neutral,123,159,136
0,validation,Conservative,41,125,83
0,validation,Liberal,63,151,82
0,validation,Neutral,11,38,55
1,train,Conservative,87,491,627
1,train,Liberal,86,617,702
1,train,Neutral,36,167,215
1,validation,Conservative,33,124,92
1,validation,Liberal,46,158,92
1,validation,Neutral,9,38,57
2,train,Conservative,136,467,602
2,train,Liberal,118,589,698
2,train,Neutral,45,131,242
2,validation,Conservative,48,118,83
2,validation,Liberal,63,145,88
2,validation,Neutral,14,31,59
3,train,Conservative,154,479,572
3,train,Liberal,139,600,666
3,train,Neutral,54,143,221
3,validation,Conservative,42,124,83
3,validation,Liberal,47,165,84
3,validation,Neutral,13,32,59
4,train,Conservative,169,465,571
4,train,Liberal,120,629,656
4,train,Neutral,68,135,215
4,validation,Conservative,52,127,70
4,validation,Liberal,44,167,85
4,validation,Neutral,17,27,60
-1,test,Conservative,45,105,97
-1,test,Liberal,61,174,89
-1,test,Neutral,11,33,34
