epoch,loop,f1_micro,f1_macro,roc_auc,accuracy,f1_Conservative,f1_Liberal,f1_Neutral
0,train,0.43478260869565216,0.4054431790454407,0.5069352708058125,0.21003963011889035,0.4277456647398844,0.36325326590813317,0.16393442622950818
0,validation,0.5,0.485749715889587,0.5,0.0,0.5545657015590201,-3.0,-3.0
1,train,0.47497965825874694,0.45094341739231614,0.5165951122853368,0.1476221928665786,0.556203605514316,0.14792176039119806,0.10493827160493827
1,validation,0.44684129429892144,0.3237843495438768,0.5851309707241911,0.44684129429892144,0.47715736040609136,0.49419568822553894,-3.0
2,train,0.49775862068965515,0.4764630233683656,0.5073480845442536,0.03797886393659181,0.5621489621489622,0.08425145819831498,-3.0
2,validation,0.5,0.485749715889587,0.5,0.0,0.5545657015590201,-3.0,-3.0
3,train,0.5,0.4819395103547679,0.5,0.0,0.5693361682022207,-3.0,-3.0
3,validation,0.5,0.485749715889587,0.5,0.0,0.5545657015590201,-3.0,-3.0
4,train,0.5,0.4819395103547679,0.5,0.0,0.5693361682022207,-3.0,-3.0
4,validation,0.5,0.485749715889587,0.5,0.0,0.5545657015590201,-3.0,-3.0
-1,test,0.5,0.47730041796784617,0.5,0.0,0.5513392857142857,-3.0,-3.0
