epoch,loop,f1,roc_auc,accuracy
0,train,0.3249669749009247,0.49372523117569356,0.3249669749009247
0,validation,0.3898305084745763,0.5423728813559322,0.3898305084745763
1,train,0.4128137384412153,0.5596103038309115,0.4128137384412153
1,validation,0.4345146379044684,0.5758859784283513,0.4345146379044684
2,train,0.5515191545574637,0.6636393659180977,0.5515191545574637
2,validation,0.5115562403697997,0.6336671802773498,0.5115562403697997
3,train,0.7387714663143989,0.8040785997357992,0.7387714663143989
3,validation,0.5038520801232665,0.6278890600924498,0.5038520801232665
4,train,0.8936591809775429,0.9202443857331571,0.8936591809775429
4,validation,0.4915254237288136,0.6186440677966102,0.4915254237288136
-1,test,0.5269645608628659,0.6452234206471494,0.5269645608628659
