,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3857331571994716,0.5392998678996037,0.3857331571994716
1,0,validation,0.4098613251155624,0.5573959938366717,0.4098613251155624
2,1,train,0.4227212681638045,0.5670409511228535,0.4227212681638045
3,1,validation,0.2850539291217257,0.46379044684129433,0.2850539291217257
4,2,train,0.4131439894319683,0.5598579920739761,0.4131439894319683
5,2,validation,0.25772418990203466,0.4364406779661017,0.22342064714946072
6,3,train,0.39134742404227213,0.5435105680317041,0.39134742404227213
7,3,validation,0.28355957767722473,0.4564714946070878,0.2588597842835131
8,4,train,0.3774768824306473,0.5331076618229855,0.3774768824306473
9,4,validation,0.32222222222222224,0.46340523882896767,0.20030816640986132
10,-1,test,0.3477051460361613,0.4849768875192604,0.21417565485362094
